cap.shape,cap.color,bruises,stalk.color.above.ring,stalk.color.below.ring,population,Id,poisonous
b,w,True,w,w,v,215,1
x,g,False,w,w,s,5886,0
k,e,False,p,p,v,6166,1
f,g,False,b,b,v,8084,1
f,n,True,w,p,v,5786,0
f,n,False,p,w,v,5233,1
f,y,False,p,p,v,3478,1
x,e,False,p,w,v,21,1
k,n,False,o,o,v,5417,0
x,y,False,b,p,y,471,1
f,n,False,w,p,v,5831,1
x,g,True,w,g,v,6489,0
x,g,True,w,w,v,6553,0
x,w,True,w,w,n,7617,0
f,g,True,w,g,v,553,0
x,y,False,b,b,v,7932,1
b,g,False,w,w,s,2100,0
f,g,True,g,g,y,6383,0
f,e,True,p,g,y,644,0
k,g,False,w,w,n,1625,0
f,g,True,w,p,v,4830,0
x,e,True,p,w,v,3744,0
x,g,False,b,n,v,186,1
f,n,False,w,w,s,6776,0
f,e,True,w,p,y,5178,0
x,e,True,p,w,y,2982,0
k,e,False,w,p,v,3855,1
f,e,False,p,w,v,4943,1
x,e,True,w,g,y,3640,0
f,e,True,p,w,y,4196,0
f,y,False,n,p,y,6304,1
f,n,True,w,w,v,3777,1
f,n,False,w,w,v,7638,1
f,y,False,n,p,v,4715,1
f,y,False,b,b,y,2509,1
f,w,False,w,w,a,5579,0
x,g,True,p,p,y,7,0
f,n,False,p,p,v,2721,1
f,g,False,n,p,y,3501,1
k,e,False,w,w,v,4981,1
f,n,False,p,w,v,3409,1
x,e,True,w,w,v,1388,0
f,y,False,b,n,y,1439,1
k,n,False,p,w,v,6648,1
x,w,False,w,w,n,2821,0
x,g,False,w,w,v,2799,1
f,g,False,n,b,y,6616,1
b,w,True,w,w,s,1790,0
f,e,True,g,g,y,6226,0
x,w,False,w,w,a,7950,0
f,n,False,w,p,v,2151,1
x,n,False,p,w,v,4873,1
f,n,True,g,g,y,4727,0
f,y,True,w,w,y,6338,0
f,n,False,w,p,v,3627,1
k,g,False,w,w,s,2459,0
f,e,True,w,p,v,2013,0
s,g,False,w,w,y,5092,0
x,e,True,w,p,v,4832,0
x,n,False,w,w,v,2758,1
f,g,False,b,n,v,3721,1
x,g,False,w,w,s,562,0
f,n,False,w,w,v,4554,1
x,e,True,g,g,v,6057,0
x,w,False,w,w,v,3884,1
f,e,False,w,p,v,5214,1
x,n,True,w,g,y,3436,0
x,e,False,p,p,v,2462,1
x,y,False,n,b,y,2473,1
x,e,True,p,p,y,1301,0
x,w,True,w,w,s,3965,0
k,n,True,w,e,c,6544,0
f,g,True,w,g,y,2247,0
x,n,False,p,w,v,5706,1
x,g,True,w,w,s,4955,1
f,g,False,w,w,a,1934,0
b,w,False,w,w,s,2053,0
x,n,False,w,w,s,6328,0
x,y,False,p,n,y,6070,1
x,n,True,p,w,v,8059,0
k,n,False,w,w,v,4815,1
f,b,True,w,w,v,673,1
f,y,False,p,n,v,8002,1
f,w,True,w,w,v,3030,1
x,e,False,w,w,v,3531,1
x,w,True,w,w,s,5767,1
k,n,False,p,w,v,5732,1
x,g,False,w,w,a,1101,0
x,g,False,p,p,y,6160,1
x,n,True,w,w,s,5431,1
k,n,False,p,p,v,6272,1
f,n,True,w,w,y,2777,0
f,e,False,p,w,v,7053,1
x,y,False,p,n,v,6228,1
k,w,False,w,w,n,6747,0
x,y,False,p,n,v,4982,1
f,n,False,w,w,s,6718,0
x,e,True,w,w,y,4743,0
f,g,True,w,w,y,6957,0
k,n,False,w,p,v,7029,1
x,n,False,p,w,v,2484,1
k,e,True,w,e,c,2442,0
x,e,True,g,p,y,1279,0
f,e,True,w,p,y,1490,0
f,g,True,w,p,y,7297,0
x,n,True,w,w,s,1418,0
x,w,False,w,w,s,1806,1
f,y,False,b,p,y,3474,1
b,w,True,w,w,n,7648,0
f,b,True,w,w,c,3260,0
f,n,False,w,p,v,6026,1
f,n,False,w,p,v,4409,1
f,g,True,g,g,v,4872,0
x,p,False,w,w,s,1354,1
f,g,False,w,w,v,4128,0
f,g,False,p,b,y,2494,1
x,n,True,p,w,y,3759,0
x,y,False,b,b,v,223,1
x,e,False,p,p,v,7499,1
x,y,False,b,b,y,189,1
f,g,False,b,b,y,4319,1
f,g,False,w,w,a,2851,0
f,n,True,w,w,v,2011,1
f,g,False,w,w,a,5085,0
f,g,True,p,p,y,2867,0
x,n,False,w,w,a,6975,0
x,g,False,w,w,a,7414,0
x,e,False,p,w,v,475,1
f,g,False,w,w,s,1985,0
f,n,False,o,o,v,6781,0
x,g,True,p,w,y,7421,0
x,g,False,w,w,v,2916,1
f,e,True,w,g,y,6540,0
x,g,False,p,n,y,2221,1
x,b,True,w,w,v,6716,1
x,g,True,g,w,y,5295,0
x,y,False,p,p,v,3338,1
k,n,False,w,p,v,1880,1
x,w,False,w,w,s,165,0
x,y,False,b,n,y,934,1
x,g,False,n,n,v,4806,1
k,g,False,w,w,n,4043,0
f,g,False,n,p,y,6575,1
f,n,False,w,w,a,6422,0
x,p,True,e,e,c,739,0
k,e,False,w,w,v,7089,1
x,n,False,w,p,v,4795,1
k,e,False,p,p,v,3282,1
f,y,False,b,n,y,7048,1
x,y,True,w,w,n,1306,0
f,n,False,w,w,a,8027,0
b,y,True,w,w,s,6425,0
f,e,False,w,w,v,4427,1
k,w,False,w,w,n,3167,0
f,n,False,w,w,a,1171,0
k,n,False,p,w,v,4100,1
x,g,True,g,w,v,1033,0
x,e,False,p,w,v,3589,1
f,g,True,p,w,y,3219,0
f,w,True,w,w,v,5681,0
x,b,True,w,e,c,6502,0
x,e,False,p,p,v,5401,1
k,n,False,w,w,v,4638,1
x,g,False,n,n,y,1045,1
f,y,False,p,p,v,5584,1
b,y,True,w,w,n,6161,0
f,n,False,w,p,v,7521,1
x,g,False,p,n,v,2998,1
f,y,False,p,p,y,987,1
x,w,True,w,w,s,478,0
x,n,True,w,g,y,7493,0
x,b,True,w,w,s,6914,1
x,w,True,w,w,n,5731,0
x,y,False,n,n,v,6050,1
f,g,False,w,w,a,582,0
b,w,True,w,w,s,4570,0
f,n,True,w,p,y,6496,0
x,e,True,w,w,y,7417,0
x,b,True,w,w,s,1800,1
x,g,False,p,b,y,4993,1
x,g,False,p,p,v,7345,1
x,g,False,w,w,a,4877,0
b,y,True,w,w,s,1452,0
x,g,True,g,p,y,6899,0
f,n,False,p,w,v,80,1
f,b,True,w,w,v,3817,1
x,e,True,w,p,v,4692,0
f,n,True,w,g,v,3117,0
x,y,False,p,b,v,3208,1
k,n,False,w,p,v,8026,1
f,n,False,w,w,a,5803,0
x,n,False,w,w,s,854,0
x,g,False,p,n,y,4577,1
b,w,False,w,w,s,5929,0
x,n,True,w,w,y,1709,0
x,n,False,n,n,y,5517,0
f,g,False,n,n,v,5220,1
f,g,False,b,p,v,7266,1
x,g,False,b,n,y,2030,1
b,w,True,w,w,n,5665,0
x,y,False,p,n,v,7866,1
b,n,False,o,o,v,3610,0
x,g,True,w,w,s,4115,1
f,w,True,w,w,s,2913,1
x,y,False,n,n,v,4547,1
f,n,False,w,w,a,7738,0
b,n,False,o,o,c,2330,0
k,n,False,o,o,c,3311,0
x,n,False,o,o,v,6174,0
x,y,False,b,n,y,1961,1
x,g,True,g,w,v,2007,0
f,e,True,g,w,v,7138,0
x,w,True,w,w,s,1366,0
x,g,False,w,w,a,579,0
x,y,False,b,b,v,3866,1
x,g,True,p,w,y,1587,0
f,n,False,w,w,s,652,0
f,w,False,w,w,s,7793,0
f,g,False,n,p,v,1371,1
x,n,False,p,w,v,1775,1
x,g,False,b,b,y,6205,1
x,p,False,w,w,v,6412,1
x,y,False,b,n,y,2332,1
x,n,True,w,w,s,2027,1
x,n,False,w,w,v,6239,1
x,g,False,p,p,y,5288,1
x,e,False,w,w,v,6340,1
x,g,True,p,p,v,1331,0
f,b,True,w,w,s,7598,1
x,g,False,p,b,v,7886,1
x,w,False,w,w,s,8014,0
x,g,False,p,p,v,3537,1
k,e,False,p,p,v,5612,1
k,n,False,w,w,v,6676,1
f,y,False,n,b,v,1090,1
b,w,False,w,w,s,6329,0
x,y,False,n,n,v,4924,1
k,b,True,w,w,c,3511,0
x,g,False,w,w,a,4862,0
x,n,True,w,p,y,6339,0
x,y,False,b,b,v,361,1
x,p,False,w,w,v,7346,1
k,c,False,w,n,v,6959,0
s,g,False,w,w,v,1261,0
f,n,True,p,w,v,718,0
x,g,True,w,p,y,6401,0
x,g,False,w,w,s,5216,0
f,g,False,w,w,s,5619,0
x,e,False,w,w,v,7192,1
x,e,True,p,g,y,7972,0
f,w,False,w,w,s,5695,0
f,n,True,w,w,v,4484,1
x,g,False,w,w,n,68,0
f,n,False,p,w,v,1113,1
f,n,False,w,w,v,1737,1
f,g,False,n,n,v,97,1
x,n,True,p,g,y,308,0
x,w,False,w,w,s,131,0
x,w,False,w,w,y,5902,0
x,g,False,p,n,y,5078,1
x,g,False,n,n,y,5153,1
k,e,False,p,w,v,380,1
f,g,True,g,g,y,4686,0
f,b,True,e,e,c,5291,0
x,y,False,p,b,v,810,1
k,n,False,w,y,v,3449,1
x,g,False,w,w,s,5703,0
f,y,False,n,b,y,287,1
f,e,False,w,w,v,5905,1
f,g,False,n,b,v,7800,1
k,w,False,w,w,n,4944,0
x,g,True,w,w,s,1039,1
x,g,False,w,w,n,4449,0
x,e,False,p,p,v,5426,1
f,g,True,g,g,v,1221,0
k,w,False,w,w,s,1144,0
x,g,False,n,p,v,7285,1
k,n,False,w,p,v,1054,1
f,n,True,w,w,c,2910,0
k,e,False,w,w,v,1518,1
f,g,True,w,p,y,257,0
f,y,False,n,p,y,2909,1
f,e,True,w,w,y,6274,0
x,g,False,w,w,a,2371,0
x,n,True,p,p,y,7120,0
x,e,False,w,p,v,4264,1
x,n,True,g,w,v,2861,0
k,e,False,w,w,v,6148,1
x,b,True,w,w,v,3920,1
x,n,False,w,w,a,118,0
x,e,False,w,w,v,7840,1
x,n,True,w,w,y,5690,0
x,g,True,g,p,v,1583,0
x,g,False,n,b,y,7470,1
f,y,False,p,n,y,7947,1
x,g,True,p,g,y,4414,0
k,n,False,p,p,v,3288,1
b,w,True,w,w,s,1660,0
f,n,False,w,w,a,6115,0
f,g,False,n,n,y,2692,1
x,p,False,w,w,s,3241,1
x,y,False,n,p,v,3093,1
k,n,False,p,w,v,2930,1
x,b,True,w,w,s,2452,1
x,g,False,p,p,v,5245,1
f,g,False,b,b,y,1051,1
x,n,True,w,p,v,5072,0
f,p,True,w,w,v,2819,1
x,n,True,w,w,s,6825,0
x,g,True,p,p,y,3343,0
x,w,True,w,w,s,6200,0
x,g,False,w,w,s,6977,0
x,y,True,w,w,s,3236,0
f,w,True,w,w,v,3573,0
x,g,True,w,w,y,4439,0
f,e,False,p,w,v,1461,1
x,n,False,w,w,s,1813,0
f,y,False,b,n,y,2617,1
x,e,True,p,w,y,4132,0
x,e,False,p,p,v,4849,1
f,e,True,g,g,v,8052,0
x,w,True,w,w,v,2543,1
f,e,False,w,p,v,4323,1
x,w,True,w,w,s,1397,0
x,g,False,w,w,s,3213,0
f,g,False,b,p,y,4974,1
x,g,False,w,w,v,2652,1
x,w,True,w,w,s,6377,1
x,n,False,w,w,v,938,1
x,n,True,w,w,v,2083,0
x,n,False,w,w,a,4075,0
f,w,False,w,w,a,3359,0
x,n,True,g,g,y,1243,0
f,g,False,p,n,y,4788,1
x,y,False,w,n,v,2948,1
k,n,False,o,o,c,6380,0
f,e,True,p,g,v,1477,0
x,y,True,w,w,s,7359,0
x,y,False,b,b,v,3809,1
x,e,True,p,w,y,5941,0
f,y,False,p,n,y,6042,1
x,n,True,w,g,y,7393,0
f,c,False,c,c,c,4130,1
x,w,False,w,w,n,5151,0
k,e,True,e,e,c,348,0
x,w,True,w,w,s,1604,0
x,n,False,w,w,a,7429,0
x,n,True,g,p,v,7919,0
f,y,False,n,n,y,7712,1
x,g,True,w,p,v,8006,0
f,y,False,b,b,v,5569,1
x,y,True,w,w,n,6188,0
x,y,False,b,p,v,6955,1
f,g,True,p,g,v,4530,0
x,g,False,b,n,y,6294,1
f,e,False,p,w,v,3576,1
x,n,False,w,p,v,2386,1
x,e,True,p,w,v,7367,0
k,c,False,w,n,v,6972,0
x,c,False,c,c,c,5827,1
f,g,False,b,n,v,1236,1
k,n,False,p,p,v,4256,1
x,e,True,p,w,y,3538,0
f,n,False,p,w,v,2856,1
b,n,False,o,o,c,874,0
x,y,True,w,w,n,2002,0
x,g,True,w,w,y,3619,0
f,w,False,w,w,s,1294,0
f,e,True,g,w,v,2623,0
f,b,True,w,w,v,379,1
b,w,True,w,w,c,4403,1
x,e,False,w,p,v,6045,1
x,n,False,w,w,v,1268,1
x,n,False,w,p,v,5489,1
x,e,False,p,p,v,5759,1
f,g,True,p,p,v,13,0
f,e,False,w,w,v,3913,1
f,g,True,w,g,v,6190,0
f,c,True,w,w,y,3129,0
x,n,True,p,p,v,2237,0
x,e,False,w,w,v,946,1
x,e,False,p,p,v,1903,1
k,e,False,w,w,v,6093,1
x,n,False,p,p,v,2265,1
f,n,False,p,p,v,7342,1
b,y,True,w,w,s,6649,0
x,w,True,w,w,s,2410,0
f,e,False,w,p,v,4737,1
x,w,True,w,w,n,5553,0
x,e,True,g,w,v,8060,0
x,w,True,w,w,v,3135,0
x,g,True,w,p,y,4014,0
k,e,False,p,w,v,2612,1
x,n,False,o,o,c,7030,0
f,e,True,g,g,v,1591,0
x,y,True,w,w,s,4176,0
x,w,False,w,w,s,6316,0
x,g,False,p,b,v,8101,1
x,g,False,w,w,s,1999,1
k,e,False,w,w,v,6817,1
f,e,False,p,p,v,1640,1
x,w,False,w,w,a,3544,0
x,e,True,w,e,c,7750,0
f,n,True,p,p,y,7522,0
f,n,True,w,w,v,6572,1
x,g,False,p,b,y,2406,1
f,w,True,w,w,v,2066,1
x,w,True,w,w,s,7729,1
k,e,False,w,w,v,2950,1
x,n,False,w,p,v,6730,1
f,w,True,w,w,v,4928,1
k,e,False,p,w,v,1205,1
x,p,False,w,w,s,7769,1
f,g,False,b,b,y,4254,1
x,n,False,p,p,v,3216,1
b,w,True,w,w,n,7032,0
x,b,True,w,w,s,6527,1
x,g,False,w,w,y,5510,0
f,r,False,w,w,y,6460,0
x,p,False,w,w,v,4276,1
x,e,True,g,g,y,6900,0
f,e,False,p,w,v,3889,1
k,w,False,w,w,s,222,0
x,g,True,g,w,v,2191,0
x,n,True,g,g,v,3043,0
x,n,True,w,w,y,7384,0
f,n,True,g,g,v,7005,0
f,n,False,p,p,v,4079,1
f,e,False,w,w,v,4579,1
k,e,False,w,w,v,7893,1
f,n,False,p,w,v,1949,1
x,n,False,w,w,a,2969,0
x,e,False,p,w,v,2438,1
x,w,True,w,w,n,3386,0
f,n,True,p,g,y,7388,0
b,g,False,w,w,s,3524,0
f,n,True,e,e,c,2384,0
f,w,False,w,w,a,2181,0
k,c,False,w,n,v,6686,0
x,w,False,w,w,n,4508,0
x,e,True,w,p,y,7165,0
f,n,True,g,g,y,6990,0
x,e,True,g,p,v,3271,0
x,g,False,n,p,y,1267,1
x,e,True,w,w,v,6813,0
f,e,True,w,w,v,2451,0
k,e,False,w,p,v,5182,1
f,w,True,w,w,v,5555,1
f,y,True,w,w,v,6533,0
f,w,False,w,w,a,3556,0
f,g,True,p,w,y,1683,0
f,e,False,p,p,v,7784,1
x,g,False,b,p,v,1244,1
f,n,False,c,c,c,1440,1
x,n,True,g,g,v,7935,0
x,n,False,o,o,v,2491,0
f,e,False,w,p,v,3181,1
f,y,False,p,n,v,4670,1
f,n,True,w,g,v,6103,0
x,e,False,w,p,v,1410,1
f,n,True,g,w,y,7515,0
x,n,False,p,p,v,2515,1
f,n,False,w,w,s,7583,0
f,e,True,g,p,y,6565,0
f,e,False,p,w,v,4827,1
f,g,True,w,p,v,5196,0
x,g,True,p,w,y,3867,0
f,w,True,w,w,v,2435,1
x,e,False,p,p,v,3679,1
x,n,False,p,w,v,2661,1
f,n,True,g,g,v,2149,0
x,y,False,n,b,v,649,1
x,n,True,g,w,v,4933,0
f,n,False,w,n,v,4232,0
k,e,False,w,w,v,3299,1
x,y,True,w,w,n,3185,0
x,n,True,w,w,s,3574,0
f,w,True,w,w,v,1627,1
f,g,True,w,p,y,535,0
f,g,True,p,w,y,5484,0
f,g,True,w,w,y,7219,0
f,w,True,w,w,s,2072,1
x,g,True,p,g,v,3711,0
x,y,True,w,w,s,897,0
x,e,False,p,p,v,6015,1
s,n,False,w,w,y,2158,0
b,y,True,w,w,n,5917,0
f,g,True,w,g,y,3335,0
x,g,False,w,w,a,7952,0
x,g,True,p,g,y,33,0
f,y,False,n,p,y,1988,1
k,n,False,p,p,v,3415,1
x,e,True,g,p,v,14,0
f,g,False,p,p,v,7789,1
k,n,False,o,o,v,1854,0
b,w,True,w,w,s,2244,0
f,n,False,p,p,v,2281,1
x,w,False,w,w,s,2300,0
x,e,True,g,w,v,6970,0
x,g,False,w,w,a,7025,0
x,g,True,w,w,v,7327,1
x,n,True,w,p,y,2785,0
x,w,True,w,w,s,7881,1
x,n,False,o,o,v,2591,0
x,e,True,p,w,v,2239,0
x,n,False,p,p,v,7976,1
k,n,False,w,w,v,712,1
b,y,True,w,w,n,543,0
f,g,True,g,g,y,200,0
f,y,False,p,b,y,821,1
x,y,False,p,n,v,1396,1
x,n,True,w,w,s,4557,0
f,y,False,n,b,y,4198,1
x,w,False,w,w,y,3643,0
x,g,False,w,w,n,6426,0
x,n,True,w,w,v,5908,1
x,e,True,p,w,y,1176,0
f,y,False,p,b,v,5383,1
f,b,True,w,w,v,3554,1
f,g,False,w,w,s,4411,0
k,n,False,w,w,v,7772,1
k,e,False,p,p,v,4887,1
f,y,False,p,p,v,2301,1
x,g,True,g,w,y,7570,0
x,y,False,n,p,y,5148,1
f,w,False,w,w,s,2049,0
x,e,True,g,p,y,7805,0
x,g,False,w,w,s,4676,0
f,g,True,p,p,v,5890,0
x,n,False,p,w,v,5750,1
f,e,False,p,w,v,2715,1
x,n,False,w,w,v,2065,1
k,e,False,p,p,v,2356,1
x,n,False,w,w,v,7086,0
x,g,True,g,w,y,6690,0
x,n,True,g,p,v,549,0
f,y,False,b,n,v,2711,1
k,e,False,p,p,v,6347,1
x,y,False,n,b,v,5866,1
f,g,True,p,w,y,3526,0
f,n,True,e,w,c,1677,0
x,n,True,g,w,v,4828,0
f,n,False,w,p,v,459,1
x,e,True,w,p,v,4070,0
f,p,True,w,w,v,4040,1
x,e,True,p,g,v,3310,0
f,n,False,p,p,v,5978,1
f,g,True,p,w,y,4741,0
x,g,False,n,n,y,5420,1
x,p,False,w,w,v,2344,1
f,y,False,b,b,y,5658,1
f,e,False,p,p,v,6323,1
x,g,True,w,g,y,5649,0
x,g,True,w,g,v,7232,0
x,e,True,w,g,v,5738,0
x,y,False,p,p,v,5879,1
x,e,False,w,p,v,1475,1
x,w,True,w,w,n,1850,0
x,w,True,w,w,v,3949,1
x,n,False,o,o,v,2096,0
f,e,True,g,w,y,1736,0
f,e,False,p,p,v,5667,1
f,n,False,p,w,v,7115,1
f,y,False,b,p,y,7336,1
b,g,False,w,w,s,8015,0
x,y,True,w,w,y,4589,0
x,w,True,w,w,n,6327,0
x,w,True,w,w,s,3564,1
x,g,False,b,b,v,2894,1
x,g,False,b,p,v,2460,1
f,g,False,w,w,v,769,0
f,n,False,p,w,v,4169,1
x,n,False,w,p,v,1923,1
f,e,True,w,g,y,4251,0
b,g,False,w,w,n,2845,0
x,w,False,w,w,a,902,0
f,g,False,w,w,a,268,0
f,g,False,n,b,y,6559,1
f,n,False,p,w,v,3047,1
f,y,False,p,b,v,7556,1
x,e,True,p,g,y,918,0
x,e,True,g,w,y,1776,0
x,g,True,g,w,v,5483,0
f,n,False,w,w,v,7250,1
f,n,True,w,w,y,1730,0
f,e,False,c,c,c,2890,1
x,y,True,w,w,n,7445,0
f,n,False,o,o,v,3465,0
x,y,True,w,w,y,3130,0
f,b,True,w,w,s,4304,1
x,n,False,p,w,v,6779,1
x,w,True,w,w,s,6214,0
f,e,False,w,p,v,4777,1
s,g,False,w,w,y,4406,0
f,n,True,w,w,v,1095,1
f,u,False,w,w,y,3934,0
f,w,False,w,w,s,1494,0
x,g,True,w,p,y,1405,0
b,y,True,w,w,s,545,0
k,e,False,p,p,v,1136,1
x,g,False,p,n,v,7091,1
x,e,False,w,w,v,4026,1
x,g,False,n,p,v,5724,1
x,y,False,b,b,y,1076,1
x,y,False,b,n,v,6883,1
x,g,True,g,w,v,2759,0
x,n,True,w,p,y,1249,0
b,y,True,w,w,n,7360,0
f,n,True,w,g,y,3938,0
x,g,False,w,w,s,5748,0
f,w,True,w,w,v,6487,1
x,e,True,p,w,y,3840,0
x,n,False,w,w,s,3168,0
f,n,False,o,o,v,3804,0
k,e,False,w,w,v,770,1
x,n,False,w,p,v,1018,1
x,g,False,p,b,v,2408,1
f,g,False,w,w,s,1522,0
x,y,False,b,p,y,4463,1
k,e,False,p,w,v,2041,1
x,n,True,g,g,v,4125,0
f,e,True,g,g,y,7524,0
x,y,False,n,b,y,7153,1
x,g,False,w,w,s,2574,0
f,y,False,b,b,y,4340,1
x,w,True,w,w,n,1072,0
x,n,False,w,p,v,6753,1
f,n,False,w,w,s,2054,0
x,w,False,w,w,v,2642,0
f,y,False,b,b,v,1603,1
f,g,True,p,w,y,1292,0
x,p,False,w,w,v,1014,1
f,e,True,w,w,v,885,0
x,e,True,g,g,y,272,0
x,n,True,w,w,v,6933,1
f,g,False,n,n,y,1950,1
f,w,True,w,w,s,6611,1
b,w,True,w,w,n,1370,0
x,n,True,w,w,y,8097,0
f,g,False,w,w,a,4823,0
f,w,False,w,w,v,4481,0
k,n,False,p,w,v,3137,1
k,e,False,p,w,v,367,1
x,g,False,b,b,y,5272,1
x,y,True,w,w,s,7720,0
k,w,False,w,w,n,2444,0
x,g,False,b,b,v,7873,1
f,n,False,w,w,a,2844,0
f,e,True,w,w,y,2786,0
x,e,False,w,p,v,7698,1
b,g,False,w,w,n,4501,0
x,n,True,p,p,v,6976,0
k,b,True,w,w,c,3239,0
f,g,False,p,b,v,3494,1
x,w,True,w,w,s,6394,1
x,y,False,p,n,y,2329,1
b,w,True,w,w,s,1406,0
k,n,True,e,e,c,7042,0
b,w,True,w,w,s,7821,0
f,n,False,w,w,a,5382,0
f,n,False,o,o,v,309,0
f,e,True,g,g,v,2789,0
f,g,True,p,p,y,1137,0
x,n,False,w,w,s,6865,0
f,n,True,w,w,v,6157,1
x,e,True,p,p,y,5084,0
b,w,True,w,w,n,2714,0
x,y,False,b,n,v,964,1
k,e,False,p,p,v,299,1
k,e,False,w,w,v,2594,1
f,g,False,n,b,y,4149,1
x,e,True,w,g,v,6181,0
f,e,True,p,g,y,6355,0
x,g,False,p,p,y,4656,1
f,n,False,p,p,v,2703,1
b,y,True,w,w,n,282,0
f,w,False,w,w,a,3829,0
x,n,False,w,w,v,1158,1
k,g,False,w,w,s,6581,0
x,w,False,w,w,s,3726,0
f,g,True,g,w,y,7141,0
x,w,True,w,w,v,114,1
f,n,True,g,g,y,1138,0
x,n,True,g,g,v,3937,0
x,n,True,p,w,y,6526,0
f,g,False,p,b,y,7047,1
x,y,False,p,b,y,6953,1
f,g,True,g,p,y,5969,0
f,g,False,b,n,v,4141,1
x,n,False,w,w,a,6367,0
f,y,False,n,b,v,7561,1
f,w,False,w,w,a,3710,0
x,n,False,w,w,v,521,1
k,n,False,p,p,v,3046,1
k,e,False,p,w,v,5469,1
x,n,False,w,w,s,2954,0
x,y,False,n,p,v,5602,1
f,g,False,b,b,y,3825,1
x,y,False,n,n,y,1893,1
f,g,False,n,n,y,3693,1
k,n,False,w,w,v,6554,1
f,g,True,w,w,v,8078,1
x,y,False,p,n,y,6700,1
x,g,True,g,p,v,3935,0
k,n,False,c,c,c,4273,1
f,g,False,b,b,v,5766,1
x,g,False,w,w,a,2706,0
f,e,True,p,g,v,7915,0
x,n,True,g,w,y,4062,0
f,y,False,n,p,v,7228,1
x,g,True,p,p,v,1956,0
x,n,False,p,w,v,722,1
x,n,True,w,w,y,5603,0
x,y,False,p,b,y,518,1
x,n,False,o,o,v,3150,0
x,e,False,p,w,v,4958,1
x,g,False,w,w,s,5924,0
f,n,False,w,w,v,5806,1
f,n,True,g,w,v,2996,0
f,n,False,w,w,v,6199,1
f,w,False,w,w,a,7438,0
x,n,False,p,p,v,7390,1
f,n,True,p,p,y,90,0
x,n,True,w,e,c,4835,0
x,n,False,p,p,v,77,1
x,g,False,w,w,s,2959,0
x,n,False,w,p,v,6863,1
x,n,True,g,w,y,5983,0
x,e,True,p,w,v,7408,0
x,n,False,p,w,v,1817,1
x,y,True,w,w,n,5887,0
f,g,False,w,w,y,6172,0
f,n,True,g,p,y,5215,0
x,w,False,w,w,a,689,0
x,p,True,w,w,v,1147,0
x,g,False,n,b,v,3559,1
x,e,True,p,p,v,2188,0
f,b,True,w,w,s,2056,1
f,n,False,w,w,s,4635,0
f,e,True,g,g,v,6550,0
k,n,False,w,p,v,1304,1
x,n,False,o,o,v,7820,0
f,g,False,b,b,v,1606,1
f,n,False,p,p,v,1142,1
b,w,True,w,w,s,8042,0
x,w,True,w,w,s,6155,1
f,n,False,w,w,v,2605,1
f,e,True,w,g,y,5529,0
k,n,False,p,p,v,7439,1
f,g,False,b,p,y,3628,1
x,y,False,n,n,v,5872,1
f,n,False,w,p,v,7939,1
k,b,True,w,e,c,861,0
b,w,True,w,w,s,594,0
f,n,True,w,w,v,705,1
x,y,True,w,w,y,3686,0
b,w,True,w,w,v,6404,1
f,g,False,w,w,a,201,0
x,n,False,p,w,v,4164,1
k,e,True,w,w,c,4335,0
x,e,True,e,e,c,4089,0
x,e,False,p,p,v,513,1
f,e,True,g,w,v,4853,0
f,e,False,w,p,v,2236,1
f,g,False,b,n,y,3563,1
f,y,False,p,n,y,5007,1
f,g,True,w,w,y,7914,0
k,e,False,p,p,v,7731,1
x,n,False,p,p,v,5055,1
x,c,False,w,n,v,3053,0
x,y,False,p,p,v,7809,1
f,e,False,w,p,v,6416,1
f,y,False,b,p,v,6257,1
f,n,False,w,w,v,4593,1
x,e,False,p,w,v,66,1
x,n,False,n,n,y,2415,0
x,g,True,p,p,y,7298,0
b,y,True,w,w,n,4912,0
x,w,False,w,w,v,6890,1
x,n,False,p,p,v,3952,1
x,y,True,w,w,s,5836,0
f,g,False,b,p,v,6341,1
x,e,False,w,w,v,5239,1
x,e,True,g,g,v,4945,0
x,w,True,w,w,n,1825,0
f,y,False,b,n,v,7639,1
f,n,True,g,p,v,2457,0
f,g,False,b,p,y,5497,1
x,g,True,g,p,v,1726,0
x,n,True,w,w,y,5444,0
x,y,False,b,b,v,6740,1
x,e,False,w,w,v,1252,1
x,n,False,o,o,c,1639,0
f,g,False,p,p,v,7986,1
x,n,False,w,w,a,8004,0
x,n,True,w,w,v,2252,0
x,y,False,p,p,v,623,1
x,g,False,w,w,n,6693,0
b,n,False,o,o,c,1668,0
k,n,False,w,p,v,7825,1
x,g,True,g,p,y,6186,0
x,e,True,w,p,v,7671,0
x,y,True,w,w,n,3665,0
k,g,False,w,w,s,2872,0
x,w,True,w,w,s,5314,1
f,y,False,p,n,y,7807,1
f,g,False,n,p,v,6724,1
x,n,False,o,o,c,3067,0
x,g,True,p,g,v,4977,0
b,y,True,w,w,n,1663,0
f,g,True,w,w,v,230,1
f,y,True,w,w,s,4458,0
f,n,False,p,w,v,6839,1
f,g,False,w,w,a,5791,0
x,g,False,w,w,s,5159,0
f,y,False,b,n,y,6225,1
f,n,False,p,p,v,981,1
f,n,False,p,w,v,5870,1
f,e,True,p,g,v,4349,0
x,w,True,w,w,s,5799,0
k,e,True,w,e,c,6625,0
x,n,True,p,p,y,1028,0
f,g,False,w,w,s,4365,0
f,e,True,g,p,v,7225,0
x,g,True,g,g,v,663,0
